Geneid	Chr	Start	End	Strand	Length	NF54-24h_S6_L001.bam	NF54-24h_S8_L001.bam	PB58-24h-14_S2.bam	PB58-24h_S3_L001.bam
PF3D7_0410600	Pf3D7_04_v3	479028	480468	+	1441	469	200	341	248
PF3D7_1440100	Pf3D7_14_v3	1633211	1636255	-	3045	82	9	41	31
PF3D7_1025000	Pf3D7_10_v3	1045608	1049760	-	4153	209	172	240	137
PF3D7_0922400	Pf3D7_09_v3	908724	912061	+	3338	47	10	10	15
PF3D7_0615700	Pf3D7_06_v3	656376	657636	+	1261	157	76	128	79
PF3D7_1449400	Pf3D7_14_v3	2020209	2024137	-	3929	116	10	65	25
PF3D7_1143400	Pf3D7_11_v3	1735126	1736572	+	1447	540	281	360	325
PF3D7_1205500	Pf3D7_12_v3	242811	248168	+	5358	340	471	606	300
PF3D7_1354000	Pf3D7_13_v3	2155755	2157542	-	1788	2	4	14	14
PF3D7_0816100	Pf3D7_08_v3	748653	749623	+	971	24	25	40	20
PF3D7_1439100	Pf3D7_14_v3	1580750	1588857	+	8108	136	87	51	125
PF3D7_0626200	Pf3D7_06_v3	1058666	1059922	-	1257	1	29	16	19
PF3D7_0403400	Pf3D7_04_v3	182870	194712	+	11843	215	187	199	170
PF3D7_0416100	Pf3D7_04_v3	706529	709009	+	2481	144	74	83	81
PF3D7_1313700	Pf3D7_13_v3	587015	587809	-	795	7	2	12	4
PF3D7_0712200	Pf3D7_07_v3	540343	541541	-	1199	0	0	0	0
PF3D7_0420700	Pf3D7_04_v3	935031	941875	-	6845	0	1	1	1
PF3D7_0615900	Pf3D7_06_v3	662435	667855	-	5421	296	118	103	114
PF3D7_0918800	Pf3D7_09_v3	772646	774379	-	1734	191	147	126	123
PF3D7_0212500	Pf3D7_02_v3	509525	521746	+	12222	432	399	224	466
PF3D7_1302800	Pf3D7_13_v3	150783	151635	-	853	2395	1665	2391	1770
PF3D7_1142000	Pf3D7_11_v3	1679078	1681156	+	2079	15	3	3	10
PF3D7_1008200	Pf3D7_10_v3	343733	344899	-	1167	2	2	4	1
PF3D7_1347100	Pf3D7_13_v3	1886344	1888476	+	2133	82	9	34	19
PF3D7_0204700	Pf3D7_02_v3	205889	207403	-	1515	736	513	551	481
PF3D7_1255000	Pf3D7_12_v3	2234600	2235792	+	1193	0	1	1	0
PF3D7_0802700	Pf3D7_08_v3	188566	190316	+	1751	1	1	3	1
PF3D7_0221900	Pf3D7_02_v3	873917	875178	-	1262	1	1	1	0
PF3D7_1460800	Pf3D7_14_v3	2477828	2479735	-	1908	8	6	15	19
PF3D7_1252100	Pf3D7_12_v3	2114628	2122487	-	7860	24	3	56	14
PF3D7_0114500	Pf3D7_01_v3	558201	558708	-	508	196	240	151	106
PF3D7_1032500	Pf3D7_10_v3	1306241	1307532	-	1292	82	46	45	40
PF3D7_0506000	Pf3D7_05_v3	256225	257378	+	1154	7	33	48	47
PF3D7_1324500	Pf3D7_13_v3	1023260	1027743	-	4484	86	7	46	36
PF3D7_1418800	Pf3D7_14_v3	782061	782363	-	303	168	92	127	276
PF3D7_0409000	Pf3D7_04_v3	427664	435367	-	7704	3	2	7	17
PF3D7_0929100	Pf3D7_09_v3	1163570	1165475	+	1906	107	4	30	26
PF3D7_1371700	Pf3D7_13_v3	2821078	2823292	+	2215	68	26	28	63
PF3D7_0603700	Pf3D7_06_v3	151055	152386	+	1332	42	13	24	44
PF3D7_1414700	Pf3D7_14_v3	592992	597146	-	4155	59	70	83	53
PF3D7_1016800	Pf3D7_10_v3	675293	676417	-	1125	40	58	133	64
PF3D7_1305700	Pf3D7_13_v3	277139	277729	+	591	11	2	5	7
PF3D7_1010700	Pf3D7_10_v3	422961	424365	+	1405	432	222	342	280
PF3D7_1451500	Pf3D7_14_v3	2113561	2114004	-	444	39	22	26	27
PF3D7_1355800	Pf3D7_13_v3	2214445	2215085	+	641	82	32	20	38
PF3D7_1371000	Pf3D7_13_v3	2800004	2802154	+	2151	5	2	3	2
PF3D7_1441900	Pf3D7_14_v3	1704594	1704797	+	204	28	20	21	20
PF3D7_0509900	Pf3D7_05_v3	416365	417309	+	945	9	2	8	3
PF3D7_1112500	Pf3D7_11_v3	477484	478320	+	837	51	51	59	85
PF3D7_1106000	Pf3D7_11_v3	255714	257141	-	1428	658	368	434	409
PF3D7_1319800	Pf3D7_13_v3	820741	821178	+	438	15	1	11	10
PF3D7_1216900	Pf3D7_12_v3	670447	673266	+	2820	2641	1607	2742	2175
PF3D7_1216600	Pf3D7_12_v3	659738	660286	-	549	2	0	4	2
PF3D7_0622200	Pf3D7_06_v3	903740	906322	-	2583	249	234	244	254
PF3D7_0710500	Pf3D7_07_v3	476116	477552	-	1437	57	9	34	21
PF3D7_0221400	Pf3D7_02_v3	860466	861504	+	1039	1	2	4	1
PF3D7_0214300	Pf3D7_02_v3	578662	586164	+	7503	280	210	137	470
PF3D7_0712500	Pf3D7_07_v3	562906	564160	-	1255	0	0	0	0
PF3D7_0821600	Pf3D7_08_v3	969690	971714	+	2025	176	212	160	212
PF3D7_0502400	Pf3D7_05_v3	109898	111691	-	1794	79	344	211	196
PF3D7_1427600	Pf3D7_14_v3	1085603	1087039	+	1437	101	37	54	75
PF3D7_1403900	Pf3D7_14_v3	142242	143138	-	897	346	290	338	319
PF3D7_1357300	Pf3D7_13_v3	2274713	2275078	+	366	0	0	4	2
PF3D7_0204600	Pf3D7_02_v3	200482	204048	-	3567	91	71	47	120
PF3D7_0914900	Pf3D7_09_v3	636621	638750	+	2130	112	82	100	146
PF3D7_1342000	Pf3D7_13_v3	1653211	1654131	-	921	3265	2089	2413	2464
PF3D7_0309500	Pf3D7_03_v3	402933	405440	+	2508	1908	1204	1564	1486
PF3D7_1031700	Pf3D7_10_v3	1281252	1281989	+	738	93	25	69	40
PF3D7_0833300	Pf3D7_08_v3	1429330	1430514	+	1185	0	0	3	0
PF3D7_1459100	Pf3D7_14_v3	2423907	2426300	+	2394	61	28	34	70
PF3D7_0732900	Pf3D7_07_v3	1414434	1415683	+	1250	41	60	8	11
PF3D7_0110600	Pf3D7_01_v3	405739	412169	+	6431	462	238	328	260
PF3D7_1003600	Pf3D7_10_v3	164945	165790	+	846	63	24	103	37
PF3D7_1302700	Pf3D7_13_v3	145174	150198	+	5025	645	606	473	803
PF3D7_0711800	Pf3D7_07_v3	523147	523281	+	135	0	0	0	0
PF3D7_1412800	Pf3D7_14_v3	516574	518193	-	1620	290	297	561	246
PF3D7_1421000	Pf3D7_14_v3	867802	868920	-	1119	23	10	16	7
PF3D7_1322400	Pf3D7_13_v3	951155	952479	+	1325	13	11	17	15
PF3D7_1442400	Pf3D7_14_v3	1717171	1723512	+	6342	254	547	210	979
PF3D7_1117100	Pf3D7_11_v3	652579	653976	+	1398	48	8	23	23
PF3D7_1216000	Pf3D7_12_v3	644539	646395	+	1857	162	118	137	212
PF3D7_1207100	Pf3D7_12_v3	324336	326858	-	2523	744	607	711	826
PF3D7_0316700	Pf3D7_03_v3	674458	675636	+	1179	136	69	169	83
PF3D7_1345000	Pf3D7_13_v3	1807159	1809617	+	2459	15	9	2	12
PF3D7_0518500	Pf3D7_05_v3	763532	766903	-	3372	343	203	234	222
PF3D7_1250100	Pf3D7_12_v3	2045070	2054429	-	9360	9	2	3	5
PF3D7_0702800	Pf3D7_07_v3	112049	112132	+	84	0	0	0	0
PF3D7_0416500	Pf3D7_04_v3	723073	724242	-	1170	14	3	7	16
PF3D7_0618200	Pf3D7_06_v3	764667	765492	-	826	535	345	460	362
PF3D7_1242400	Pf3D7_12_v3	1795845	1797860	+	2016	4	0	6	5
PF3D7_1217200	Pf3D7_12_v3	678602	681961	+	3360	534	454	517	474
PF3D7_0306300	Pf3D7_03_v3	295107	296094	-	988	547	190	365	284
PF3D7_0217200	Pf3D7_02_v3	709799	715252	-	5454	18	8	23	29
PF3D7_0800500	Pf3D7_08_v3	56352	57703	-	1352	2	2	1	1
PF3D7_0812700	Pf3D7_08_v3	633990	634697	+	708	173	103	106	123
PF3D7_1451300	Pf3D7_14_v3	2104947	2107047	+	2101	149	33	83	89
PF3D7_0810500	Pf3D7_08_v3	534469	536619	-	2151	175	77	157	88
PF3D7_1227700	Pf3D7_12_v3	1128939	1131686	-	2748	187	202	244	194
PF3D7_0702400	Pf3D7_07_v3	101694	102285	+	592	1028	852	451	554
PF3D7_0624700	Pf3D7_06_v3	1009457	1010718	-	1262	18	0	14	4
PF3D7_1444400	Pf3D7_14_v3	1831009	1832803	+	1795	32	18	28	33
PF3D7_0826400	Pf3D7_08_v3	1148010	1149830	-	1821	21	2	12	10
malmito_rna_RNA6	Pf_M76611	4808	4865	+	58	0	0	1	0
PF3D7_0502900	Pf3D7_05_v3	123332	123904	-	573	145	46	67	76
PF3D7_1232400	Pf3D7_12_v3	1337710	1338816	-	1107	45	53	50	75
PF3D7_0905000	Pf3D7_09_v3	234501	235346	-	846	4	1	1	2
PF3D7_0628400	Pf3D7_06_v3	1176265	1178587	+	2323	1	0	10	7
malmito_SSUB	Pf_M76611	390	505	-	116	10	0	4	0
PF3D7_1413300	Pf3D7_14_v3	532818	533289	-	472	0	0	0	0
PF3D7_0711000	Pf3D7_07_v3	487281	490970	-	3690	360	68	133	116
PF3D7_1359200	Pf3D7_13_v3	2350437	2352820	-	2384	110	34	60	60
PF3D7_1303900	Pf3D7_13_v3	215291	216331	+	1041	13	0	6	1
PF3D7_0506100	Pf3D7_05_v3	257748	258831	-	1084	194	175	187	263
PF3D7_1248700	Pf3D7_12_v3	1994775	2000744	+	5970	1929	1162	1440	1040
PF3D7_0613600	Pf3D7_06_v3	554457	558228	+	3772	42	14	26	52
PF3D7_1218600	Pf3D7_12_v3	732174	734959	-	2786	180	128	192	127
PF3D7_0929500	Pf3D7_09_v3	1180983	1181996	-	1014	2	0	0	0
PF3D7_1132200	Pf3D7_11_v3	1248310	1250232	-	1923	2447	969	1539	1363
PF3D7_0309900	Pf3D7_03_v3	414234	419673	-	5440	32	7	22	14
PF3D7_0313700	Pf3D7_03_v3	555035	558684	-	3650	62	6	20	13
PF3D7_0720400	Pf3D7_07_v3	882936	884988	+	2053	354	156	165	237
PF3D7_1420100	Pf3D7_14_v3	832335	836684	-	4350	24	5	7	12
PF3D7_1020300	Pf3D7_10_v3	819830	822139	+	2310	4	5	11	6
PF3D7_0423700	Pf3D7_04_v3	1071435	1071845	-	411	595	265	168	496
PF3D7_1411600	Pf3D7_14_v3	472850	474826	+	1977	28	2	8	12
PF3D7_0501500	Pf3D7_05_v3	81134	82336	-	1203	7	4	25	4
PF3D7_1311800	Pf3D7_13_v3	501790	505047	+	3258	6729	6793	6560	8376
PF3D7_0720500	Pf3D7_07_v3	886346	887487	+	1142	38	16	23	17
PF3D7_1458300	Pf3D7_14_v3	2391783	2396831	-	5049	40	9	30	18
PF3D7_0113000	Pf3D7_01_v3	487892	490127	-	2236	9045	12762	9669	7843
PF3D7_0604100	Pf3D7_06_v3	171301	177240	-	5940	19	2	43	9
PF3D7_1434400	Pf3D7_14_v3	1375624	1376830	-	1207	7	1	10	5
PF3D7_0924500	Pf3D7_09_v3	993245	997675	-	4431	53	17	32	41
PF3D7_1132900	Pf3D7_11_v3	1273407	1274009	+	603	59	35	24	58
PF3D7_1109300	Pf3D7_11_v3	390441	390508	-	68	0	0	0	0
PF3D7_0424100	Pf3D7_04_v3	1082363	1084150	-	1788	1	2	1	3
PF3D7_1214800	Pf3D7_12_v3	616782	617387	+	606	9	0	3	7
PF3D7_0305400	Pf3D7_03_v3	260332	261085	+	754	23	5	14	25
PF3D7_1478400	Pf3D7_14_v3	3223288	3224632	-	1345	0	0	0	1
PF3D7_1408600	Pf3D7_14_v3	323317	324172	+	856	3996	2021	2284	2236
PF3D7_1310400	Pf3D7_13_v3	458961	462368	+	3408	262	273	224	372
PF3D7_0528900	Pf3D7_05_v3	1183916	1185639	-	1724	13	13	16	16
PF3D7_1352400	Pf3D7_13_v3	2087393	2092177	+	4785	159	203	120	221
PF3D7_0213900	Pf3D7_02_v3	561122	564622	-	3501	159	179	136	175
PF3D7_0712400	Pf3D7_07_v3	552158	559078	-	6921	2	3	2	0
PF3D7_0110300	Pf3D7_01_v3	393216	393490	-	275	7	4	3	6
PF3D7_0813300	Pf3D7_08_v3	656078	657630	+	1553	3120	1907	1610	2366
PF3D7_0729900	Pf3D7_07_v3	1265910	1281347	+	15438	19	10	26	24
PF3D7_0425250	Pf3D7_04_v3	1138009	1138559	-	551	0	0	0	0
PF3D7_1230900	Pf3D7_12_v3	1267368	1270181	+	2814	793	671	771	903
PF3D7_1459400	Pf3D7_14_v3	2433361	2434383	-	1023	65	94	162	78
PF3D7_0707500	Pf3D7_07_v3	348277	353082	+	4806	15	28	25	40
PF3D7_1403500	Pf3D7_14_v3	130022	132100	-	2079	14	3	5	10
PF3D7_1249500	Pf3D7_12_v3	2017364	2018469	-	1106	28	5	18	16
PF3D7_0213200	Pf3D7_02_v3	540409	540969	-	561	35	2	21	6
PF3D7_1019800	Pf3D7_10_v3	804328	807582	-	3255	126	32	45	66
PF3D7_0514700	Pf3D7_05_v3	610089	614771	+	4683	2	0	2	4
PF3D7_1035900	Pf3D7_10_v3	1423983	1425683	+	1701	15	15	41	19
PF3D7_1341700	Pf3D7_13_v3	1645066	1645666	+	601	2	0	1	0
PF3D7_1021500	Pf3D7_10_v3	867635	869677	-	2043	110	159	81	203
PF3D7_0622400	Pf3D7_06_v3	911503	911889	+	387	46	10	19	16
PF3D7_0701200	Pf3D7_07_v3	59277	60366	-	1090	2	2	0	1
PF3D7_1028800	Pf3D7_10_v3	1183487	1183995	-	509	38	3	10	14
PF3D7_0114600	Pf3D7_01_v3	560474	561534	-	1061	7	6	2	2
PF3D7_1361900	Pf3D7_13_v3	2482472	2483296	-	825	925	37	257	142
PF3D7_1300600	Pf3D7_13_v3	54067	55259	-	1193	10	8	10	46
PF3D7_1136500	Pf3D7_11_v3	1431881	1435170	-	3290	1738	939	1361	1094
PF3D7_1141400	Pf3D7_11_v3	1663621	1665250	+	1630	76	6	34	29
PF3D7_0322200	Pf3D7_03_v3	933188	937006	-	3819	7	2	1	7
PF3D7_1357000	Pf3D7_13_v3	2265817	2267148	-	1332	4406	2323	2587	2560
PF3D7_0719800	Pf3D7_07_v3	863452	864813	-	1362	34	33	42	33
PF3D7_1408500	Pf3D7_14_v3	320274	320861	+	588	45	75	34	107
PF3D7_API04800	Pf3D7_API_v3	23966	24038	-	73	0	0	0	0
PF3D7_0417700	Pf3D7_04_v3	784194	786430	+	2237	0	0	3	2
PF3D7_0507800	Pf3D7_05_v3	322239	326822	+	4584	1375	1359	1196	1819
PF3D7_1426500	Pf3D7_14_v3	1027966	1029948	-	1983	18	9	12	6
PF3D7_1341300	Pf3D7_13_v3	1636556	1637833	+	1278	2814	1581	1679	1824
PF3D7_0500600	Pf3D7_05_v3	39443	40488	-	1046	1	3	4	4
PF3D7_0706700	Pf3D7_07_v3	322907	325528	+	2622	22	9	22	14
PF3D7_1030900	Pf3D7_10_v3	1251151	1251807	-	657	32	0	12	7
PF3D7_0702700	Pf3D7_07_v3	111473	111545	-	73	0	0	0	0
PF3D7_0815300	Pf3D7_08_v3	721928	725476	+	3549	78	13	23	34
PF3D7_0218400	Pf3D7_02_v3	750049	751737	-	1689	241	180	166	193
PF3D7_1331500	Pf3D7_13_v3	1313924	1315786	+	1863	31	13	27	46
PF3D7_1433200	Pf3D7_14_v3	1304028	1307831	-	3804	3	5	12	15
PF3D7_1417500	Pf3D7_14_v3	726979	728379	-	1401	484	247	318	269
PF3D7_0729800	Pf3D7_07_v3	1264445	1264738	+	294	0	0	2	0
PF3D7_1355900	Pf3D7_13_v3	2216346	2217563	+	1218	134	54	90	64
PF3D7_0627800	Pf3D7_06_v3	1114544	1117537	-	2994	501	289	333	342
PF3D7_1372300	Pf3D7_13_v3	2845767	2846538	+	772	145	192	363	209
PF3D7_1253600	Pf3D7_12_v3	2188760	2189613	+	854	0	0	0	0
PF3D7_0301600	Pf3D7_03_v3	91115	93463	-	2349	787	744	715	638
PF3D7_0106800	Pf3D7_01_v3	286951	288918	+	1968	62	16	19	12
PF3D7_1222900	Pf3D7_12_v3	923527	925198	+	1672	38	13	16	28
PF3D7_0205200	Pf3D7_02_v3	217882	218907	-	1026	1	0	5	0
PF3D7_0826600	Pf3D7_08_v3	1157321	1158151	-	831	44	65	95	87
PF3D7_1413600	Pf3D7_14_v3	538869	540572	+	1704	1	0	0	1
PF3D7_1324900	Pf3D7_13_v3	1041157	1042107	+	951	8760	2968	4570	2414
PF3D7_0324400	Pf3D7_03_v3	1015795	1016942	+	1148	1	0	0	2
PF3D7_1214400	Pf3D7_12_v3	610271	610769	-	499	57	30	72	27
PF3D7_1348700	Pf3D7_13_v3	1955254	1958358	-	3105	1	1	3	1
PF3D7_1149700	Pf3D7_11_v3	2004754	2005011	+	258	2	0	1	0
PF3D7_0825400	Pf3D7_08_v3	1096423	1097363	+	941	24	10	17	10
PF3D7_1410800	Pf3D7_14_v3	433951	435318	+	1368	10	1	7	8
PF3D7_1244700	Pf3D7_12_v3	1871919	1872911	+	993	98	36	79	52
PF3D7_1456500	Pf3D7_14_v3	2314380	2321555	+	7176	239	34	68	109
PF3D7_1118600	Pf3D7_11_v3	705556	707382	-	1827	347	229	271	271
PF3D7_1201400	Pf3D7_12_v3	93581	97146	-	3566	25	14	34	49
PF3D7_1472700	Pf3D7_14_v3	2966749	2969334	+	2586	33	4	16	3
PF3D7_0109500	Pf3D7_01_v3	376294	377004	-	711	85	74	68	66
PF3D7_0607700	Pf3D7_06_v3	320740	328998	+	8259	15	2	19	8
PF3D7_0402000	Pf3D7_04_v3	114601	116058	-	1458	1367	983	72	62
PF3D7_0824600	Pf3D7_08_v3	1068563	1069902	+	1340	110	99	98	109
PF3D7_0609000	Pf3D7_06_v3	370261	388494	+	18234	581	470	309	497
PF3D7_1334900	Pf3D7_13_v3	1414878	1415018	-	141	0	0	2	1
PF3D7_0725100	Pf3D7_07_v3	1065252	1070240	+	4989	143	159	150	258
PF3D7_1476700	Pf3D7_14_v3	3156976	3158037	+	1062	1	1	3	3
PF3D7_1148000	Pf3D7_11_v3	1909210	1913499	-	4290	145	15	73	61
PF3D7_0516400	Pf3D7_05_v3	681430	682437	-	1008	29	25	9	25
PF3D7_0406900	Pf3D7_04_v3	353655	359878	-	6224	15	3	22	13
PF3D7_1432300	Pf3D7_14_v3	1269368	1274667	-	5300	11	15	12	14
PF3D7_1360500	Pf3D7_13_v3	2413324	2425261	+	11938	54	9	38	37
PF3D7_API06800	Pf3D7_API_v3	34153	34225	+	73	0	0	0	0
PF3D7_1224100	Pf3D7_12_v3	976820	977889	-	1070	21	15	21	13
PF3D7_1446500	Pf3D7_14_v3	1907197	1916202	+	9006	575	715	373	780
PF3D7_0926500	Pf3D7_09_v3	1075915	1081683	-	5769	65	20	30	81
PF3D7_1143000	Pf3D7_11_v3	1717546	1718694	+	1149	11	1	11	9
PF3D7_0818300	Pf3D7_08_v3	833185	835334	+	2150	2	1	2	2
PF3D7_0532300	Pf3D7_05_v3	1308278	1309940	+	1663	5435	8538	7903	6347
PF3D7_1217500	Pf3D7_12_v3	693067	693711	+	645	94	514	409	538
PF3D7_0930100	Pf3D7_09_v3	1191787	1195239	-	3453	89	30	50	71
PF3D7_1027400	Pf3D7_10_v3	1145823	1146795	-	973	241	110	115	103
PF3D7_1473700	Pf3D7_14_v3	2998594	3002355	-	3762	497	760	451	623
PF3D7_1317300	Pf3D7_13_v3	730859	732293	-	1435	252	194	154	205
PF3D7_0729100	Pf3D7_07_v3	1238446	1246188	+	7743	105	42	74	50
PF3D7_1146500	Pf3D7_11_v3	1830464	1831417	+	954	0	2	1	3
PF3D7_0312300	Pf3D7_03_v3	521969	522883	+	915	62	71	96	80
PF3D7_0516800	Pf3D7_05_v3	700120	707256	-	7137	78	22	85	35
PF3D7_1231500	Pf3D7_12_v3	1299608	1300027	+	420	37	18	22	21
PF3D7_1308000	Pf3D7_13_v3	356709	359201	+	2493	14	10	31	7
PF3D7_0107400	Pf3D7_01_v3	302937	303398	+	462	41	8	51	22
PF3D7_0818500	Pf3D7_08_v3	842317	843215	+	899	427	388	624	390
PF3D7_0621900	Pf3D7_06_v3	893450	895780	-	2331	441	471	394	559
PF3D7_1429600	Pf3D7_14_v3	1167144	1167803	+	660	19	7	9	7
PF3D7_1131200	Pf3D7_11_v3	1199253	1201805	+	2553	68	28	36	38
PF3D7_1128200	Pf3D7_11_v3	1097117	1097527	+	411	114	62	73	43
PF3D7_0602400	Pf3D7_06_v3	101385	104561	-	3177	257	89	95	122
PF3D7_0603500	Pf3D7_06_v3	139193	140518	+	1326	40	6	25	22
PF3D7_0805200	Pf3D7_08_v3	290902	291183	+	282	6	1	18	6
PF3D7_0519100	Pf3D7_05_v3	790399	790773	+	375	22	2	29	12
PF3D7_0603300	Pf3D7_06_v3	130329	132038	-	1710	348	154	176	225
PF3D7_1454300	Pf3D7_14_v3	2229284	2231581	+	2298	16	13	26	35
PF3D7_1011900	Pf3D7_10_v3	460335	461993	-	1659	69	18	53	43
PF3D7_1205200	Pf3D7_12_v3	226054	227070	-	1017	0	1	3	0
PF3D7_1149800	Pf3D7_11_v3	2006706	2007829	+	1124	13	7	1	4
PF3D7_1017700	Pf3D7_10_v3	709507	710826	+	1320	15	11	18	26
PF3D7_1318100	Pf3D7_13_v3	748387	748971	-	585	56	18	15	15
malmito_rna_1	Pf_M76611	506	593	-	88	0	0	1	0
PF3D7_0625800	Pf3D7_06_v3	1043546	1045474	+	1929	21	34	15	25
PF3D7_1360700	Pf3D7_13_v3	2426133	2431183	-	5051	237	179	178	173
PF3D7_1328700	Pf3D7_13_v3	1213394	1213615	+	222	14	11	8	26
PF3D7_1322100	Pf3D7_13_v3	920971	929449	+	8479	362	281	270	203
PF3D7_1311700	Pf3D7_13_v3	497534	498013	-	480	190	84	207	125
PF3D7_1032300	Pf3D7_10_v3	1299794	1302409	+	2616	34	15	26	45
PF3D7_1225200	Pf3D7_12_v3	1024455	1028018	-	3564	180	186	151	270
PF3D7_1400300	Pf3D7_14_v3	10974	12117	-	1144	8	2	0	0
PF3D7_1468300	Pf3D7_14_v3	2803593	2804613	+	1021	4	4	5	3
PF3D7_1328000	Pf3D7_13_v3	1174191	1180832	-	6642	97	13	47	26
PF3D7_0618500	Pf3D7_06_v3	774529	775470	+	942	17	5	18	10
PF3D7_0318500	Pf3D7_03_v3	767815	782760	+	14946	7	8	22	9
PF3D7_1240000	Pf3D7_12_v3	1682835	1684460	+	1626	42	47	58	70
PF3D7_1356600	Pf3D7_13_v3	2240970	2242412	-	1443	32	23	66	14
PF3D7_1344200	Pf3D7_13_v3	1769129	1771927	+	2799	640	1040	1069	1165
PF3D7_1108500	Pf3D7_11_v3	367316	368823	+	1508	109	19	56	42
PF3D7_0616600	Pf3D7_06_v3	689254	691131	-	1878	71	9	27	37
PF3D7_0203100	Pf3D7_02_v3	149524	156981	-	7458	25	18	31	28
PF3D7_0625900	Pf3D7_06_v3	1046986	1048052	+	1067	0	2	2	1
PF3D7_1005300	Pf3D7_10_v3	233285	234473	-	1189	1	0	2	1
PF3D7_1428200	Pf3D7_14_v3	1101958	1104387	+	2430	104	222	214	228
PF3D7_0101600	Pf3D7_01_v3	81765	83106	-	1342	30	44	7	1
PF3D7_0200600	Pf3D7_02_v3	45286	46558	-	1273	0	0	0	2
PF3D7_1204500	Pf3D7_12_v3	211517	212356	-	840	41	20	39	42
PF3D7_0413500	Pf3D7_04_v3	615356	616243	+	888	51	3	23	8
PF3D7_1419300	Pf3D7_14_v3	802717	803481	+	765	211	154	242	213
PF3D7_0909500	Pf3D7_09_v3	430578	432047	+	1470	13	2	8	5
PF3D7_0829300	Pf3D7_08_v3	1256555	1257133	+	579	191	79	157	74
PF3D7_0505500	Pf3D7_05_v3	239456	243880	-	4425	346	51	123	78
PF3D7_1248300	Pf3D7_12_v3	1979786	1980199	-	414	27	5	10	9
PF3D7_0819400	Pf3D7_08_v3	878495	880459	+	1965	1	0	9	2
PF3D7_0515600	Pf3D7_05_v3	646659	652106	+	5448	24	2	16	13
PF3D7_1460000	Pf3D7_14_v3	2452470	2453357	+	888	0	3	8	4
PF3D7_1112000	Pf3D7_11_v3	459776	460620	+	845	59	56	87	57
PF3D7_1145200	Pf3D7_11_v3	1789323	1795370	-	6048	62	13	68	22
PF3D7_0624400	Pf3D7_06_v3	990375	992198	-	1824	112	59	63	83
PF3D7_1456600	Pf3D7_14_v3	2321953	2322798	-	846	6	5	7	4
PF3D7_1424900	Pf3D7_14_v3	982154	982228	+	75	0	0	0	0
PF3D7_1334600	Pf3D7_13_v3	1409049	1409945	-	897	2	2	7	3
PF3D7_0833500	Pf3D7_08_v3	1435794	1443449	-	7656	91	62	15	7
PF3D7_1439700	Pf3D7_14_v3	1613853	1615542	-	1690	66	13	48	39
PF3D7_1129900	Pf3D7_11_v3	1156437	1158266	+	1830	129	106	160	52
PF3D7_1123700	Pf3D7_11_v3	938950	939612	+	663	106	11	16	12
PF3D7_1034300	Pf3D7_10_v3	1365099	1366691	+	1593	0	0	2	0
PF3D7_1411000	Pf3D7_14_v3	440541	447773	+	7233	13	7	18	15
PF3D7_0402700	Pf3D7_04_v3	162511	163724	-	1214	0	2	1	1
PF3D7_1136000	Pf3D7_11_v3	1403906	1414512	+	10607	27	5	30	27
PF3D7_0322700	Pf3D7_03_v3	952964	962367	-	9404	260	249	173	297
PF3D7_0101900	Pf3D7_01_v3	90242	91420	-	1179	0	1	0	0
PF3D7_1357800	Pf3D7_13_v3	2291897	2294134	+	2238	1983	1096	1241	1436
PF3D7_0629200	Pf3D7_06_v3	1199853	1200995	-	1143	461	347	331	449
PF3D7_0221100	Pf3D7_02_v3	851052	851962	+	911	0	0	0	0
PF3D7_1356900	Pf3D7_13_v3	2263199	2264755	-	1557	109	37	167	108
PF3D7_1221600	Pf3D7_12_v3	863810	865186	+	1377	49	5	27	17
PF3D7_1210400	Pf3D7_12_v3	466602	469307	-	2706	90	90	70	96
PF3D7_0829900	Pf3D7_08_v3	1275625	1278795	+	3171	425	127	178	406
PF3D7_1009700	Pf3D7_10_v3	389504	391165	-	1662	28	14	50	38
PF3D7_1241900	Pf3D7_12_v3	1784380	1786410	+	2031	272	210	239	301
PF3D7_1333500	Pf3D7_13_v3	1371671	1373056	+	1386	61	25	39	82
PF3D7_0809900	Pf3D7_08_v3	508224	512428	-	4205	47	23	48	29
PF3D7_1025300	Pf3D7_10_v3	1057890	1060658	-	2769	26	17	17	21
PF3D7_1112900	Pf3D7_11_v3	487822	490154	-	2333	2	1	8	3
PF3D7_1426100	Pf3D7_14_v3	1018745	1019260	-	516	983	678	1059	860
PF3D7_0915700	Pf3D7_09_v3	661481	662326	-	846	14	1	15	4
PF3D7_0902800	Pf3D7_09_v3	121621	125006	-	3386	188	13	59	26
PF3D7_0203500	Pf3D7_02_v3	164269	164340	+	72	0	0	0	0
PF3D7_1363500	Pf3D7_13_v3	2547764	2550477	+	2714	37	38	40	54
PF3D7_1248400	Pf3D7_12_v3	1981906	1982763	+	858	21	2	8	6
PF3D7_1220500	Pf3D7_12_v3	818703	819659	-	957	26	38	34	53
PF3D7_0318200	Pf3D7_03_v3	748465	755838	+	7374	2666	2199	1775	2325
PF3D7_1132700	Pf3D7_11_v3	1268455	1269456	+	1002	18	5	18	14
PF3D7_0100600	Pf3D7_01_v3	53778	55006	-	1229	1	1	1	2
PF3D7_1349100	Pf3D7_13_v3	1969769	1970752	-	984	9	3	15	3
PF3D7_0934700	Pf3D7_09_v3	1357411	1359262	+	1852	391	250	388	275
PF3D7_0400200	Pf3D7_04_v3	38955	40154	+	1200	1861	495	386	437
